"Genus","Species","type","thermal_limit","metric","collection_latitude","absolute_latitude","collection_longitude","elevation","acclimation_temperature","start_temp","ramping_rate","exposure_duration","Phylum","Class","Order","Family","realm","thermy","genus_species","reference","extreme_enviro_temp","acclimation_offset","acc_name","parameter_tmax_or_tmin","realm_mean_ARR","realm_sd_ARR","realm_n_ARR","class_mean_ARR","class_sd_ARR","class_n_ARR","class_specific","ARR_equ_slope","ARR_equ_int","mean_int_class","mean_int_realm","int"
"Pegusa","lascaris","max",32.9,"ct",38,38,-9,0,24,24,0.017,NA,"Chordata","Actinopteri","Pleuronectiformes","Soleidae","Marine","ectotherm","Pegusa_lascaris","Madeira_et_al_2012",22.84000015,1.15999985,"Pegusa lascaris","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,25.6850138522475,23.5717496237145,24.0662256604722,23.5717496237145
"Periophthalmus","kalolo","max",40.7,"ct",-5.7,5.7,123.7,0,27.5,27.5,0.21,NA,"Chordata","Actinopteri","Perciformes","Gobiidae","Marine","ectotherm","Periophthalmus_kalolo","Taylor_et_al_2005",31.20999908,-3.70999908,"Periophthalmus kalolo","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,32.4328283723669,23.5717496237145,24.0662256604722,23.5717496237145
"Periophthalmus","kalolo","min",12.8,"ct",-5.7,5.7,123.7,0,27.5,27.5,0.2,NA,"Chordata","Actinopteri","Perciformes","Gobiidae","Marine","ectotherm","Periophthalmus_kalolo","Taylor_et_al_2005",26.23999977,1.26000023,"Periophthalmus kalolo","tmin",0.328281949870445,0.145860630180451,40,0.299,0.0837973746605465,6,"TRUE",0.299,4.5775,3.06775,3.06775,3.06775
"Petrolisthes","gracilis","max",41.6,"ct",31,31,-114.34,0,35,35,0.1,NA,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Intertidal","ectotherm","Petrolisthes_gracilis","Stillman_2004",32.15999985,2.84000015,"Petrolisthes gracilis","tmax",0.327634847626389,0.227531873483291,371,0.305662878787879,0.157352590829053,44,"TRUE",0.305662878787879,30.9017992424242,28.1471105587121,30.0833830033931,28.1471105587121
"Petrolisthes","gracilis","min",1.9,"ct",31,31,-114.34,0,15,15,0.1,NA,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Intertidal","ectotherm","Petrolisthes_gracilis","Stillman_2004",14.47999954,0.52000046,"Petrolisthes gracilis","tmin",0.328281949870445,0.145860630180451,40,0.3425,0.104026095627148,8,"TRUE",0.3425,-3.2375,-1.26666666666667,-4.98774849899235,-1.26666666666667
"Petrolisthes","hirtipes","max",39.3,"ct",31,31,-114.34,0,25,25,0.1,NA,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Intertidal","ectotherm","Petrolisthes_hirtipes","Stillman_2004",32.15999985,-7.15999985,"Petrolisthes hirtipes","tmax",0.327634847626389,0.227531873483291,371,0.305662878787879,0.157352590829053,44,"TRUE",0.305662878787879,31.658428030303,28.1471105587121,30.0833830033931,28.1471105587121
"Petrolisthes","hirtipes","min",4.5,"ct",31,31,-114.34,0,15,15,0.1,NA,"Arthropoda","Malacostraca","Decapoda","Porcellanidae","Intertidal","ectotherm","Petrolisthes_hirtipes","Stillman_2004",14.47999954,0.52000046,"Petrolisthes hirtipes","tmin",0.328281949870445,0.145860630180451,40,0.3425,0.104026095627148,8,"TRUE",0.3425,-0.6375,-1.26666666666667,-4.98774849899235,-1.26666666666667
"Petrosaurus","mearnsi","max",42.6,"ct",33.89,33.89,-116.68,454,15,39,0.017,NA,"Chordata","Lepidosauria","Squamata","Phrynosomatidae","Terrestrial","ectotherm","Petrosaurus_mearnsi","Murrish_&_Vance_1968",37.67389297,-22.67389297,"Petrosaurus mearnsi","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,40.983552631579,39.5340918339664,37.2276849039965,39.5340918339664
"Philautus","surdus","max",33.6,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Rhacophoridae","Terrestrial","ectotherm","Philautus_surdus","Scheffers_et_al_2014",32.4418602,-10.4418602,"Philautus surdus","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,30.1334079664875,31.5985265134056,37.2276849039965,31.5985265134056
"Philodromus","aureolus","max",42.1,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Philodromidae","Terrestrial","ectotherm","Philodromus_aureolus","Almquist_1970",20.58191681,-5.58191681,"Philodromus aureolus","tmax",0.140537431829408,0.111211536764043,256,NA,NA,NA,NA,0.140537431829408,39.9919385225589,38.391400086146,37.2276849039965,38.391400086146
"Philodromus","aureolus","min",-10.8,"lt",55.4,55.4,14.19,3,4,0.02,NA,72,"Arthropoda","Arachnida","Araneae","Philodromidae","Terrestrial","ectotherm","Philodromus_aureolus","Almquist_1970",-1.632228255,5.632228255,"Philodromus aureolus","tmin",0.1573876403802,0.112913726528327,50,NA,NA,NA,NA,0.1573876403802,-11.4295505615208,-9.14163942759749,1.13734758558321,-9.14163942759749
"Philoria","frosti","max",28.8,"ct",-37.84,37.84,146.27,944.9,25,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Philoria_frosti","Brattstrom_1970",25.08243942,-0.08243942,"Philoria frosti","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,24.8606908710085,31.5985265134056,37.2276849039965,31.5985265134056
"Philoria","loveridgei","max",30.5,"ct",-28.28,28.28,153.11,762,10,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Philoria_loveridgei","Brattstrom_1970",30.11128998,-20.11128998,"Philoria loveridgei","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,28.9242763484034,31.5985265134056,37.2276849039965,31.5985265134056
"Phrurolithus","festivus","max",45.6,"ct",55.4,55.4,14.19,3,15,15,0.5,NA,"Arthropoda","Arachnida","Araneae","Corinnidae","Terrestrial","ectotherm","Phrurolithus_festivus","Almquist_1970",20.58191681,-5.58191681,"Phrurolithus festivus","tmax",0.140537431829408,0.111211536764043,256,NA,NA,NA,NA,0.140537431829408,43.4919385225589,38.391400086146,37.2276849039965,38.391400086146
"Phrynosoma","cornutum","max",47.9,"ct",32.28,32.28,-106.75,1208,30,NA,1,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phrynosoma_cornutum","Prieto_&_Whitford_1971",34.47553635,-4.47553635,"Phrynosoma cornutum","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,44.6671052631579,39.5340918339664,37.2276849039965,39.5340918339664
"Phrynosoma","cornutum","min",9.5,"ct",32.28,32.28,-106.75,1208,30,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Iguanidae","Terrestrial","ectotherm","Phrynosoma_cornutum","Prieto_&_Whitford_1971",-3.620305538,33.62030554,"Phrynosoma cornutum","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,3.825,2.78138764044944,1.13734758558321,2.78138764044944
"Pinoyscincus","abdictus","max",36.9,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Pinoyscincus_abdictus","Scheffers_et_al_2014",32.4418602,-10.4418602,"Pinoyscincus abdictus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,34.5292105263158,39.5340918339664,37.2276849039965,39.5340918339664
"Pinoyscincus","jagori","max",37,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Pinoyscincus_jagori","Scheffers_et_al_2014",32.4418602,-10.4418602,"Pinoyscincus jagori","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,34.6292105263158,39.5340918339664,37.2276849039965,39.5340918339664
"Plagiotremus","azaleus","max",35.3,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Plagiotremus_azaleus","Mora_&_Ospina_2001",29.89999962,-3.39999962,"Plagiotremus azaleus","tmax",0.327634847626389,0.227531873483291,371,0.300624422823022,0.146207033599519,40,"TRUE",0.300624422823022,27.3334527951899,23.5717496237145,24.0662256604722,23.5717496237145
"Plagiotremus","azaleus","min",13.4,"ct",2.96,2.96,-78.2,0,26.5,26.5,0.017,NA,"Chordata","Actinopteri","Perciformes","Blenniidae","Marine","ectotherm","Plagiotremus_azaleus","Mora_&_Ospina_2002",24.36999893,2.13000107,"Plagiotremus azaleus","tmin",0.328281949870445,0.145860630180451,40,0.299,0.0837973746605465,6,"TRUE",0.299,5.4765,3.06775,3.06775,3.06775
"Platymantis","banahao","max",33.8,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_banahao","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis banahao","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,30.3334079664875,31.5985265134056,37.2276849039965,31.5985265134056
"Platymantis","corrugatus","max",33.7,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_corrugatus","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis corrugatus","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,30.2334079664875,31.5985265134056,37.2276849039965,31.5985265134056
"Platymantis","dorsalis","max",32.9,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_dorsalis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis dorsalis","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,29.4334079664875,31.5985265134056,37.2276849039965,31.5985265134056
"Platymantis","luzonensis","max",34.7,"ct",14.09,14.09,121.49,1100,22,22,0.5,NA,"Chordata","Amphibia","Anura","Ceratobatrachidae","Terrestrial","ectotherm","Platymantis_luzonensis","Scheffers_et_al_2014",32.4418602,-10.4418602,"Platymantis luzonensis","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,31.2334079664875,31.5985265134056,37.2276849039965,31.5985265134056
"Platysaurus","intermedius","max",44.8,"ct",-24.58,24.58,31.18,559,25,NA,1,NA,"Chordata","Lepidosauria","Squamata","Cordylidae","Terrestrial","ectotherm","Platysaurus_intermedius","Lailvaux_et_al_2003",31.0124588,-6.0124588,"Platysaurus intermedius","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,42.1059210526316,39.5340918339664,37.2276849039965,39.5340918339664
"Platysaurus","intermedius","min",8.8,"ct",-24.58,24.58,31.18,559,29,NA,1,NA,"Chordata","Lepidosauria","Squamata","Cordylidae","Terrestrial","ectotherm","Platysaurus_intermedius","Lailvaux_et_al_2003",6.84480238,22.15519762,"Platysaurus intermedius","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,3.31416666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Plestiodon","chinensis","max",42.3,"ct",30.21,30.21,120.1,140,28,NA,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_chinensis","Ji_1995",31.90628052,-3.90628052,"Plestiodon chinensis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,39.2826315789474,39.5340918339664,37.2276849039965,39.5340918339664
"Plestiodon","chinensis","min",6.3,"ct",30.21,30.21,120.1,140,28,NA,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_chinensis","Ji_1995",-0.171070173,28.17107017,"Plestiodon chinensis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.00333333333333,2.78138764044944,1.13734758558321,2.78138764044944
"Plestiodon","elegans","max",41.9,"ct",30.27,30.27,120.15,15,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_elegans","Du_et_al_2000",31.90628052,-3.90628052,"Plestiodon elegans","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,38.8826315789474,39.5340918339664,37.2276849039965,39.5340918339664
"Plestiodon","elegans","min",9.3,"ct",30.27,30.27,120.15,15,28,28,0.25,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_elegans","Du_et_al_2000",-0.171070173,28.17107017,"Plestiodon elegans","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,4.00333333333333,2.78138764044944,1.13734758558321,2.78138764044944
"Plestiodon","gilberti","max",42.3,"ct",38.42,38.42,-120.82,300,20,NA,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_gilberti","Youssef_et_al_2008",31.3946476,-11.3946476,"Plestiodon gilberti","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,40.1447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Plestiodon","gilberti","min",7.7,"ct",38.42,38.42,-120.82,300,20,NA,1,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_gilberti","Youssef_et_al_2008",1.814847946,18.18515205,"Plestiodon gilberti","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,3.91666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Plestiodon","skiltonianus","max",41.3,"ct",45.67,45.67,-118.79,328,13.5,NA,NA,NA,"Chordata","Lepidosauria","Squamata","Scincidae","Terrestrial","ectotherm","Plestiodon_skiltonianus","Brattstrom_1965",30.24074936,-16.74074936,"Plestiodon skiltonianus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,39.845197368421,39.5340918339664,37.2276849039965,39.5340918339664
"Plethodon","glutinosus","max",34.3,"ct",40.78,40.78,-75.28,1100,25,25,1,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Plethodon_glutinosus","Elwood_2003",29.23267746,-4.23267746,"Plethodon glutinosus","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,30.3606908710085,31.5985265134056,37.2276849039965,31.5985265134056
"Podarcis","bocagei","max",45.4,"ct",40.87,40.87,-4.48,1015,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_bocagei","Bauwens_et_al_1995",30.46661186,4.53338814,"Podarcis bocagei","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.6282894736842,39.5340918339664,37.2276849039965,39.5340918339664
"Podarcis","lilfordi","max",43.3,"ct",39.52,39.52,3.29,57,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_lilfordi","Bauwens_et_al_1995",30.57573318,4.42426682,"Podarcis lilfordi","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,39.5282894736842,39.5340918339664,37.2276849039965,39.5340918339664
"Podarcis","muralis","max",44.2,"ct",40.41,40.41,-5.06,1603,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Podarcis_muralis","Bauwens_et_al_1995",32.61578369,2.38421631,"Podarcis muralis","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,40.4282894736842,39.5340918339664,37.2276849039965,39.5340918339664
"Pogonomyrmex","barbatus","max",46.5,"ct",29.64,29.64,-81.64,6,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pogonomyrmex_barbatus","Diamond_et_al_2012",33.57506561,-8.57506561,"Pogonomyrmex barbatus","tmax",0.140537431829408,0.111211536764043,256,0.110290736577246,0.113804640745541,71,"TRUE",0.110290736577246,43.7427315855689,40.0134976045186,37.2276849039965,40.0134976045186
"Pogonomyrmex","californicus","max",51.78,"ct",36.17,36.17,-115.14,620,40,45,0.175,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pogonomyrmex_californicus","Lighton_&_Turner_2004",37.43787384,2.56212616,"Pogonomyrmex californicus","tmax",0.140537431829408,0.111211536764043,256,0.110290736577246,0.113804640745541,71,"TRUE",0.110290736577246,47.3683705369102,40.0134976045186,37.2276849039965,40.0134976045186
"Pogonomyrmex","rugosus","max",51.59,"ct",36.17,36.17,-115.14,620,40,45,0.175,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Pogonomyrmex_rugosus","Lighton_&_Turner_2004",37.43787384,2.56212616,"Pogonomyrmex rugosus","tmax",0.140537431829408,0.111211536764043,256,0.110290736577246,0.113804640745541,71,"TRUE",0.110290736577246,47.1783705369102,40.0134976045186,37.2276849039965,40.0134976045186
"Prinerigone","vagans","max",35.9,"ct",-46.9,46.9,37.74,88,15,15,0.25,NA,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Prinerigone_vagans","Jumbam_et_al_2008a",NA,NA,"Prinerigone vagans","tmax",0.140537431829408,0.111211536764043,256,NA,NA,NA,NA,0.140537431829408,33.7919385225589,38.391400086146,37.2276849039965,38.391400086146
"Prinerigone","vagans","min",-8.1,"ct",-46.9,46.9,37.74,88,15,15,0.25,NA,"Arthropoda","Arachnida","Araneae","Linyphiidae","Terrestrial","ectotherm","Prinerigone_vagans","Jumbam_et_al_2008a",NA,NA,"Prinerigone vagans","tmin",0.1573876403802,0.112913726528327,50,NA,NA,NA,NA,0.1573876403802,-10.460814605703,-9.14163942759749,1.13734758558321,-9.14163942759749
"Proceratium","silaceum","max",40,"ct",35.78,35.78,-78.8,146,25,36,0.2,NA,"Arthropoda","Insecta","Hymenoptera","Formicidae","Terrestrial","ectotherm","Proceratium_silaceum","Diamond_et_al_2012",32.93321609,-7.93321609,"Proceratium silaceum","tmax",0.140537431829408,0.111211536764043,256,0.110290736577246,0.113804640745541,71,"TRUE",0.110290736577246,37.2427315855689,40.0134976045186,37.2276849039965,40.0134976045186
"Protobothrops","mucrosquamatus","max",38.2,"ct",23.83,23.83,121.03,700,20,20,0.25,NA,"Chordata","Lepidosauria","Squamata","Viperidae","Terrestrial","ectotherm","Protobothrops_mucrosquamatus","Huang_et_al_2007",31.81743622,-11.81743622,"Protobothrops mucrosquamatus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,36.0447368421053,39.5340918339664,37.2276849039965,39.5340918339664
"Protobothrops","mucrosquamatus","min",5.3,"ct",23.83,23.83,121.03,700,20,20,0.25,NA,"Chordata","Lepidosauria","Squamata","Viperidae","Terrestrial","ectotherm","Protobothrops_mucrosquamatus","Huang_et_al_2007",9.681798935,10.31820107,"Protobothrops mucrosquamatus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,1.51666666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Protothaca","thaca","max",28.1,"lt",-36.5,36.5,-73.9,0,13,NA,NA,24,"Mollusca","Bivalvia","Veneroida","Veneridae","Marine","ectotherm","Protothaca_thaca","Urban_1994",18.27000046,-5.27000046,"Protothaca thaca","tmax",0.327634847626389,0.227531873483291,371,0.14,0.114017542509914,5,"TRUE",0.14,26.28,27.8706666666667,24.0662256604722,27.8706666666667
"Psammodromus","algirus","max",43.5,"ct",40.55,40.55,-3.78,650,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Psammodromus_algirus","Bauwens_et_al_1995",30.32651901,4.67348099,"Psammodromus algirus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,39.7282894736842,39.5340918339664,37.2276849039965,39.5340918339664
"Psammodromus","hispanicus","max",45.5,"ct",42.33,42.33,-1.63,315,35,32.5,1,NA,"Chordata","Lepidosauria","Squamata","Lacertidae","Terrestrial","ectotherm","Psammodromus_hispanicus","Bauwens_et_al_1995",29.52543831,5.47456169,"Psammodromus hispanicus","tmax",0.140537431829408,0.111211536764043,256,0.107763157894737,0.0724994958643493,19,"TRUE",0.107763157894737,41.7282894736842,39.5340918339664,37.2276849039965,39.5340918339664
"Pseudacris","cadaverina","max",36.8,"ct",34,34,-116.7,609.6,30,23,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_cadaverina","Brattstrom_1968",38.66157913,-8.66157913,"Pseudacris cadaverina","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,32.0728290452102,31.5985265134056,37.2276849039965,31.5985265134056
"Pseudacris","cadaverina","min",-1.4,"lt",34,34,-116.7,609.6,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_cadaverina","Brattstrom_1968",1.465982318,21.53401768,"Pseudacris cadaverina","tmin",0.1573876403802,0.112913726528327,50,0.182013888883333,0.123963049028441,8,"TRUE",0.182013888883333,-5.58631944431667,-0.927581699231373,1.13734758558321,-0.927581699231373
"Pseudacris","regilla","max",36.6,"ct",34,34,-117.7,304.8,30,23,1,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_regilla","Brattstrom_1968",34.57215118,-4.57215118,"Pseudacris regilla","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,31.8728290452102,31.5985265134056,37.2276849039965,31.5985265134056
"Pseudacris","regilla","min",-1,"lt",34,34,-117.7,304.8,23,NA,NA,24,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_regilla","Brattstrom_1968",1.797234893,21.20276511,"Pseudacris regilla","tmin",0.1573876403802,0.112913726528327,50,0.182013888883333,0.123963049028441,8,"TRUE",0.182013888883333,-5.18631944431667,-0.927581699231373,1.13734758558321,-0.927581699231373
"Pseudacris","triseriata","max",38.1,"ct",40.6,40.6,-105.83,3040,20,20,0.5,NA,"Chordata","Amphibia","Anura","Hylidae","Terrestrial","ectotherm","Pseudacris_triseriata","Miller_&_Packard_1977",25.71034813,-5.71034813,"Pseudacris triseriata","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,34.9485526968068,31.5985265134056,37.2276849039965,31.5985265134056
"Pseudechinus","huttoni","max",26.8,"ct",-45.4,45.4,167.1,0,26,18.7,0.017,NA,"Echinodermata","Echinoidea","Temnopleuroida","Temnopleuridae","Marine","ectotherm","Pseudechinus_huttoni","Morley_et_al_2016",18.27999878,7.72000122,"Pseudechinus huttoni","tmax",0.327634847626389,0.227531873483291,371,0.225,0.0353553390593274,2,"TRUE",0.225,20.95,23.95,24.0662256604722,23.95
"Pseudechis","porphyriacus","min",3,"ct",-33.63,33.63,NA,1065,25,25,1,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Pseudechis_porphyriacus","Lillywhite_1980",NA,NA,"Pseudechis porphyriacus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,-1.72916666666667,2.78138764044944,1.13734758558321,2.78138764044944
"Pseudocordylus","melanotus","min",10.2,"ct",-26.47,26.47,28.23,1500,21,21,1,NA,"Chordata","Lepidosauria","Squamata","Cordylidae","Terrestrial","ectotherm","Pseudocordylus_melanotus","McConnachie_et_al_2007",-0.048925858,21.04892586,"Pseudocordylus melanotus","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,6.2275,2.78138764044944,1.13734758558321,2.78138764044944
"Pseudonaja","nuchalis","min",7,"ct",-23.7,23.7,NA,585,25,25,1,NA,"Chordata","Lepidosauria","Squamata","Elapidae","Terrestrial","ectotherm","Pseudonaja_nuchalis","Lillywhite_1980",NA,NA,"Pseudonaja nuchalis","tmin",0.1573876403802,0.112913726528327,50,0.189166666666667,0.0983923808333786,12,"TRUE",0.189166666666667,2.27083333333333,2.78138764044944,1.13734758558321,2.78138764044944
"Pseudophryne","corroboree","max",35.2,"ct",-36.39,36.39,148.43,1828.8,25,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Pseudophryne_corroboree","Brattstrom_1970",26.67256927,-1.67256927,"Pseudophryne corroboree","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,31.2606908710085,31.5985265134056,37.2276849039965,31.5985265134056
"Pseudophryne","dendyi","max",34.8,"ct",-30.51,30.51,151.66,1371.6,5,20,1,NA,"Chordata","Amphibia","Anura","Myobatrachidae","Terrestrial","ectotherm","Pseudophryne_dendyi","Brattstrom_1970",29.56103897,-24.56103897,"Pseudophryne dendyi","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,34.0121381742017,31.5985265134056,37.2276849039965,31.5985265134056
"Pseudotriton","ruber","max",35.3,"ct",37.4,37.4,-80.5,1158,21.5,NA,NA,NA,"Chordata","Amphibia","Caudata","Plethodontidae","Terrestrial","ectotherm","Pseudotriton_ruber","Zweifel_1957",30.00385284,-8.50385284,"Pseudotriton ruber","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,31.9121941490673,31.5985265134056,37.2276849039965,31.5985265134056
"Rana","cascadae","max",33.6,"ct",40,40,-120.8,2133.6,30,23,1,NA,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_cascadae","Brattstrom_1968",31.50704384,-1.50704384,"Rana cascadae","tmax",0.140537431829408,0.111211536764043,256,0.15757236515966,0.110920125452087,165,"TRUE",0.15757236515966,28.8728290452102,31.5985265134056,37.2276849039965,31.5985265134056
"Rana","cascadae","min",-1,"lt",40,40,-120.8,2133.6,23,NA,NA,24,"Chordata","Amphibia","Anura","Ranidae","Terrestrial","ectotherm","Rana_cascadae","Brattstrom_1968",-3.294914722,26.29491472,"Rana cascadae","tmin",0.1573876403802,0.112913726528327,50,0.182013888883333,0.123963049028441,8,"TRUE",0.182013888883333,-5.18631944431667,-0.927581699231373,1.13734758558321,-0.927581699231373
