Family,Species,Location,Latitude,Longitude,Sampling Habitat,Acclimation,Temperature of acclimation (°C),Length acclimation period (days),Rate acclimation (°C/day),Methodology,Endpoint,Heating rate (°C/min),Length experiment (min),Body length (mm),Weight (g),Life stage,Thermal limit (°C),SD Thermal limit,Nindividuals,Phylogeny,Realm affinity,Source,Reference
Dasyatidae,Dasyatis sabina,St. Joseph's Bay Florida US,24.63,-82.92,Marine,experimental,20.50,14,0.5,dynamic,death,0.3000,NA,258.00,690.00,NA,39.30,0.21,11,no,Freshwater,Fangue & Bennett 2003,71
Dasyatidae,Dasyatis sabina,St. Joseph's Bay Florida US,24.63,-82.92,Marine,experimental,35.10,14,0.5,dynamic,death,0.3000,NA,241.00,490.00,NA,43.20,0.04,10,no,Freshwater,Fangue & Bennett 2003,71
Dasyatidae,Dasyatis sabina,St. Joseph's Bay Gulf County Florida US,24.63,-82.92,Marine,experimental,37.30,14,0.5,dynamic,death,0.3000,NA,253.00,570.00,NA,43.10,0.16,9,no,Freshwater,Fangue & Bennett 2003,71
Dasyatidae,Dasyatis sabina,St. Joseph's Bay Gulf County Florida US,24.63,-82.92,Marine,experimental,11.00,14,0.5,dynamic,death,0.3000,NA,293.00,1070.00,NA,33.40,0.32,7,no,Freshwater,Fangue & Bennett 2003,71
Dasyatidae,Taeniura lymma,Hoga Island Indonesia,-5.47,123.76,Marine,experimental,17.00,14,1.5,dynamic,LOE,0.3100,NA,113.60,186.20,NA,39.26,NA,6,no,Marine,Clifton et al. 2010,43
Dasyatidae,Taeniura lymma,Hoga Island Indonesia,-5.47,123.76,Marine,experimental,27.00,14,1.5,dynamic,LOE,0.3100,NA,113.60,186.20,NA,40.99,NA,6,no,Marine,Clifton et al. 2010,43
Dasyatidae,Taeniura lymma,Hoga Island Indonesia,-5.47,123.76,Marine,experimental,38.00,14,1.5,dynamic,LOE,0.3100,NA,113.60,186.20,NA,42.56,NA,6,no,Marine,Clifton et al. 2010,43
Dasyatidae,Taeniura lymma,Hoga Island Indonesia,-5.47,123.76,Marine,experimental,20.90,12,1,dynamic,OS,0.2500,NA,160.00,241.00,juveniles,39.00,0.35,5,no,Marine,Dabruzzi et al. 2013,50
Dasyatidae,Taeniura lymma,Hoga Island Indonesia,-5.47,123.76,Marine,experimental,27.20,12,1,dynamic,OS,0.2500,NA,143.00,158.80,juveniles,40.40,0.52,5,no,Marine,Dabruzzi et al. 2013,50
Dasyatidae,Taeniura lymma,Hoga Island Indonesia,-5.47,123.76,Marine,experimental,29.90,12,1,dynamic,OS,0.2500,NA,147.00,170.10,juveniles,40.20,0.39,5,no,Marine,Dabruzzi et al. 2013,50
Dasyatidae,Taeniura lymma,Hoga Island Indonesia,-5.47,123.76,Marine,experimental,32.00,12,1,dynamic,OS,0.2500,NA,160.00,207.50,juveniles,40.90,0.06,5,no,Marine,Dabruzzi et al. 2013,50
Eleotridae,Gobiomorphus basalis,Northern New Zealand,-35.15,173.68,Freshwater,experimental,15.00,1,NA,static,death,NA,5760.00,NA,NA,juveniles adults,30.90,NA,15,yes,Freshwater,Richardson et al. 1994,166
Eleotridae,Gobiomorphus basalis,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,12.00,7,2,dynamic,LOE,0.5000,NA,41-53,NA,juveniles adults,32.30,0.46,13,yes,Freshwater,Simons 1984,180
Eleotridae,Gobiomorphus basalis,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,20.00,7,2,dynamic,LOE,0.5000,NA,41-64,NA,juveniles adults,33.90,1.53,5,yes,Freshwater,Simons 1984,180
Eleotridae,Gobiomorphus breviceps,Northern New Zealand,-35.15,173.68,Freshwater,experimental,15.00,NA,NA,dynamic,death,NA,NA,NA,NA,juveniles,32.80,NA,NA,yes,Freshwater,Richardson et al. 1994,166
Eleotridae,Gobiomorphus cotidianus,Northern New Zealand,-35.15,173.68,Freshwater,experimental,15.00,1,NA,static,death,NA,5760.00,NA,NA,juveniles adults,30.90,NA,15,yes,Freshwater,Richardson et al. 1994,166
Eleotridae,Gobiomorphus cotidianus,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,12.00,7,2,dynamic,LOE,0.5000,NA,29-65,NA,juveniles adults,32.70,0.59,10,yes,Freshwater,Simons 1984,180
Eleotridae,Gobiomorphus cotidianus,Lower Waikato River New Zealand,-37.27,174.87,Freshwater,experimental,20.00,7,2,dynamic,LOE,0.5000,NA,30-74,NA,juveniles adults,34.00,1.53,21,yes,Freshwater,Simons 1984,180
Eleotridae,Hypseleotris galii,Northern Australia,-12.83,132.86,Freshwater,experimental,28.00,14,NA,dynamic,LOE,0.1400,NA,35.00,NA,NA,39.40,0.70,47,yes,Freshwater,Burrows & Butler 2012,30
Eleotridae,Hypseleotris galii,Northern Australia,-12.83,132.86,Freshwater,collection,28.00,NA,NA,dynamic,LOE,0.1400,NA,50.00,NA,NA,39.90,0.10,17,yes,Freshwater,Burrows & Butler 2012,30
Eleotridae,Hypseleotris galii,Northern Australia,-12.83,132.86,Freshwater,experimental,20.00,14,NA,dynamic,LOE,0.1400,NA,35.00,NA,NA,37.40,0.60,18,yes,Freshwater,Burrows & Butler 2012,30
Eleotridae,Hypseleotris klunzingeri,Narrandera New South Wales Australia,-34.75,146.58,Freshwater,experimental,20.00,14,NA,dynamic,LOE,0.8000,NA,35.50,0.40,juveniles,36.00,0.60,50,yes,Freshwater,Patra et al. 2007,152
Embiotocidae,Cymatogaster aggregata,Outer King Harbor Australia,33.83,-118.39,Marine,experimental,17.00,10,NA,dynamic,LOE,0.3000,NA,1000.00,NA,adults,31.00,0.20,3,yes,Freshwater,Shrode et al. 1982,178
Embiotocidae,Embiotoca jacksoni,Outer King Harbor Australia,33.83,-118.39,Marine,experimental,16.00,10,NA,dynamic,LOE,0.3000,NA,960.00,NA,adults,29.80,0.00,2,yes,Marine,Shrode et al. 1982,178
Embiotocidae,Hypsurus caryi,Outer King Harbor Australia,33.83,-118.39,Marine,experimental,13.00,10,NA,dynamic,LOE,0.3000,NA,1450.00,NA,adults,26.90,0.00,2,yes,Marine,Shrode et al. 1982,178
Embiotocidae,Hysterocarpus traskii traskii,California US,36.80,-119.43,Freshwater,experimental,10.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,29.73,NA,10,yes,Freshwater,Moyle & Knight 1984,138
Embiotocidae,Hysterocarpus traskii traskii,California US,36.80,-119.43,Freshwater,experimental,15.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,32.50,NA,10,yes,Freshwater,Moyle & Knight 1984,138
Embiotocidae,Hysterocarpus traskii traskii,California US,36.80,-119.43,Freshwater,experimental,20.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,33.46,NA,10,yes,Freshwater,Moyle & Knight 1984,138
Embiotocidae,Hysterocarpus traskii traskii,California US,36.80,-119.43,Freshwater,experimental,25.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,36.14,NA,10,yes,Freshwater,Moyle & Knight 1984,138
Embiotocidae,Hysterocarpus traskii traskii,California US,36.80,-119.43,Freshwater,experimental,30.00,4,1,dynamic,OS,1.0000,NA,NA,NA,NA,37.51,NA,10,yes,Freshwater,Moyle & Knight 1984,138
Embiotocidae,Micrometrus minimus,Outer King Harbor Australia,-34.77,138.49,Marine,experimental,18.00,10,NA,dynamic,LOE,0.3000,NA,420.00,NA,adults,31.10,0.20,4,yes,Marine,Shrode et al. 1982,178
Engraulidae,Engraulis japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,15.00,14,NA,dynamic,LOE,0.5000,NA,98.00,NA,NA,31.70,0.80,5,yes,Marine,Tsuchida 1995,201
Engraulidae,Engraulis japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,LOE,0.5000,NA,98.00,NA,NA,32.60,0.30,5,yes,Marine,Tsuchida 1995,201
Engraulidae,Engraulis japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,25.00,14,NA,dynamic,LOE,0.5000,NA,98.00,NA,NA,33.90,0.30,5,yes,Marine,Tsuchida 1995,201
Engraulidae,Engraulis japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,28.00,14,NA,dynamic,LOE,0.5000,NA,98.00,NA,NA,34.70,0.30,5,yes,Marine,Tsuchida 1995,201
Engraulidae,Engraulis japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,15.00,14,NA,dynamic,death,0.5000,NA,98.00,NA,NA,31.80,0.70,5,yes,Marine,Tsuchida 1995,201
Engraulidae,Engraulis japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,20.00,14,NA,dynamic,death,0.5000,NA,98.00,NA,NA,32.70,0.30,5,yes,Marine,Tsuchida 1995,201
Engraulidae,Engraulis japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,25.00,14,NA,dynamic,death,0.5000,NA,98.00,NA,NA,34.00,0.30,5,yes,Marine,Tsuchida 1995,201
Engraulidae,Engraulis japonicus,Coastal waters of Japan,34.49,138.16,Marine,experimental,28.00,14,NA,dynamic,death,0.5000,NA,98.00,NA,NA,34.90,0.30,5,yes,Marine,Tsuchida 1995,201
Engraulidae,Engraulis mordax,NA,34.00,-119.00,Marine,NA,24.00,NA,NA,static,death,NA,NA,NA,NA,larvae,29.20,NA,NA,yes,Marine,Pörtner & Peck 2010,157
Engraulidae,Engraulis mordax,NA,34.00,-119.00,Marine,NA,24.00,NA,NA,static,death,NA,NA,NA,NA,adults,33.50,NA,NA,yes,Marine,Pörtner & Peck 2010,157
Esocidae,Esox lucius,Rybinsk Water Reservoir Russia,58.44,38.42,Freshwater,experimental,15.00,14,NA,dynamic,LOE,NA,NA,NA,NA,juveniles,33.60,0.10,NA,yes,Freshwater,Golovanov 2013,78
Esocidae,Esox lucius,Rybinsk Water Reservoir Russia,58.44,38.42,Freshwater,experimental,15.00,14,NA,dynamic,death,NA,NA,NA,NA,juveniles,35.20,0.20,NA,yes,Freshwater,Golovanov 2013,78
Esocidae,Esox lucius,Mississippi River US,38.34,-90.37,Freshwater,collection,31.00,NA,NA,static,death,0.0700,2880.00,115.80,7.90,juveniles,30.80,NA,20,yes,Freshwater,Cvancara et al. 1977,49
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,6.10,NA,NA,static,death,NA,1440.00,NA,NA,larvae,22.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,6.10,NA,NA,static,death,NA,5760.00,NA,NA,larvae,20.60,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,6.10,NA,NA,static,death,NA,5760.00,NA,NA,larvae,20.60,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,11.80,NA,NA,static,death,NA,1440.00,NA,NA,larvae,28.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,11.80,NA,NA,static,death,NA,5760.00,NA,NA,larvae,26.50,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,11.80,NA,NA,static,death,NA,5760.00,NA,NA,larvae,24.10,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,17.70,NA,NA,static,death,NA,1440.00,NA,NA,larvae,28.40,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,17.70,NA,NA,static,death,NA,5760.00,NA,NA,larvae,27.10,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,17.70,NA,NA,static,death,NA,5760.00,NA,NA,larvae,25.00,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,7.20,NA,NA,static,death,NA,1440.00,NA,NA,larvae,23.60,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,7.20,NA,NA,static,death,NA,5760.00,NA,NA,larvae,23.40,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,7.20,NA,NA,static,death,NA,5760.00,NA,NA,larvae,23.40,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,12.60,NA,NA,static,death,NA,1440.00,NA,NA,larvae,26.40,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,12.60,NA,NA,static,death,NA,5760.00,NA,NA,larvae,26.30,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,12.60,NA,NA,static,death,NA,5760.00,NA,NA,larvae,26.30,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,17.70,NA,NA,static,death,NA,1440.00,NA,NA,larvae,28.40,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,17.70,NA,NA,static,death,NA,5760.00,NA,NA,larvae,28.40,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox lucius,Cow horn Minesota US,47.10,-93.45,Freshwater,experimental,17.70,NA,NA,static,death,NA,5760.00,NA,NA,larvae,28.40,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox masquinongy,NA,NA,NA,Freshwater,experimental,7.00,NA,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,34.00,0.98,6,yes,Freshwater,Beitinger et al. 2000,12
Esocidae,Esox masquinongy,NA,NA,NA,Freshwater,experimental,15.00,NA,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,34.40,1.09,6,yes,Freshwater,Beitinger et al. 2000,12
Esocidae,Esox masquinongy,NA,NA,NA,Freshwater,experimental,25.00,NA,NA,dynamic,LOE,1.0000,NA,NA,NA,NA,36.10,1.28,6,yes,Freshwater,Beitinger et al. 2000,12
Esocidae,Esox masquinongy,NA,NA,NA,Freshwater,experimental,15.00,NA,NA,dynamic,combination,1.0000,NA,NA,NA,NA,34.00,1.54,6,yes,Freshwater,Beitinger et al. 2000,12
Esocidae,Esox masquinongy,Ontario Canada,51.51,-86.68,Freshwater,experimental,25.00,NA,NA,static,death,NA,1440.00,NA,NA,juveniles,32.20,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox masquinongy,Ontario Canada,51.51,-86.68,Freshwater,experimental,27.50,NA,NA,static,death,NA,1440.00,NA,NA,juveniles,32.70,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox masquinongy,Ontario Canada,51.51,-86.68,Freshwater,experimental,30.00,NA,NA,static,death,NA,1440.00,NA,NA,juveniles,33.20,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Esocidae,Esox masquinongy,Chautauqua county New York US,42.24,-79.48,Freshwater,experimental,20.00,NA,NA,dynamic,OS,1.0000,NA,NA,NA,larvae,32.80,NA,10,yes,Freshwater,Bonin & Spotila 1978,23
Fundulidae,Fundulus diaphanus,Brier Creek Oklahoma US,35.57,-97.63,Freshwater,experimental,15.00,NA,NA,dynamic,NA,NA,NA,NA,NA,adults,36.80,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Fundulidae,Fundulus diaphanus,Denton Creek Denton County Texas US,33.17,-97.32,Freshwater,experimental,30.00,NA,NA,dynamic,NA,NA,NA,NA,NA,adults,41.60,NA,NA,yes,Freshwater,Yoder et al. 2012,213
Fundulidae,Fundulus grandis,Louisiana State University Agricultural Center Baton Rouge Louisiana US,30.41,-91.18,Freshwater,experimental,25.00,0.08,NA,dynamic,LOE,0.3000,NA,NA,NA,larvae,40.21,0.21,3,yes,Freshwater,Patterson 2014,153
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,7.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,32.20,0.59,20,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,12.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,36.20,0.38,20,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,20.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,38.50,0.33,33,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,22.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,39.00,0.54,18,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,24.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,40.50,0.29,20,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,27.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,42.40,0.40,20,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,30.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,43.10,0.24,22,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,34.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,43.60,0.20,29,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,NA,NA,NA,Freshwater,experimental,36.00,NA,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,44.10,0.14,18,no,Freshwater,Beitinger et al. 2000,12
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,2.30,21,NA,dynamic,LOE,0.3300,NA,62.10,2.88,NA,28.60,1.05,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,7.20,21,NA,dynamic,LOE,0.3300,NA,61.80,2.76,NA,32.00,0.73,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,12.40,21,NA,dynamic,LOE,0.3300,NA,62.10,2.91,NA,33.60,0.87,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,22.40,21,NA,dynamic,LOE,0.3300,NA,64.40,3.24,NA,38.20,0.45,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,26.50,21,NA,dynamic,LOE,0.3300,NA,51.10,3.04,NA,40.40,0.33,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,32.10,21,NA,dynamic,LOE,0.3300,NA,65.70,3.33,NA,41.80,0.29,14,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,34.00,21,NA,dynamic,LOE,0.3300,NA,66.30,3.43,NA,41.30,0.71,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,2.30,21,NA,dynamic,LOE,0.3300,NA,77.90,7.25,NA,30.80,1.44,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,7.20,21,NA,dynamic,LOE,0.3300,NA,73.80,5.13,NA,34.60,0.65,14,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,12.40,21,NA,dynamic,LOE,0.3300,NA,74.00,5.83,NA,34.90,0.93,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,22.40,21,NA,dynamic,LOE,0.3300,NA,77.60,7.08,NA,39.40,0.20,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,26.50,21,NA,dynamic,LOE,0.3300,NA,61.70,6.26,NA,41.40,0.33,13,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,32.10,21,NA,dynamic,LOE,0.3300,NA,78.20,7.13,NA,42.40,0.84,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Brunswick Georgia US,31.11,-81.44,Brackish,experimental,34.00,21,NA,dynamic,LOE,0.3300,NA,82.70,8.32,NA,42.50,0.96,15,no,Freshwater,Fangue et al. 2006,72
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,5.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,30.70,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,5.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,31.93,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,5.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,30.78,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,12.50,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,33.30,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,12.50,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,35.28,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,12.50,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,33.49,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,20.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,36.01,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,20.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,37.57,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Hampton New Hampshire US,42.90,-70.81,Brackish,experimental,20.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,36.17,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,5.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,30.88,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,5.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,32.93,1.50,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,5.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,30.97,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,20.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,37.11,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,20.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,38.53,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,Morehead City North Carolina US,34.73,-76.72,Brackish,experimental,20.00,21,NA,dynamic,LOE,0.3000,NA,NA,NA,adults,37.35,NA,6,no,Freshwater,Healy Schulte 2012,86
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,36.24,0.38,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,34.98,0.34,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,34.37,0.39,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,36.37,0.51,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,34.89,0.34,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,35.04,0.34,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,34.30,0.47,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,41.03,0.25,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,41.88,0.32,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,42.45,0.40,20,no,Freshwater,Bulger 1984,29
Fundulidae,Fundulus heteroclitus,York River near Williamsburg Virginia US,37.16,-76.52,Brackish,experimental,12.00,30,NA,dynamic,LOE,0.3000,NA,NA,NA,NA,42.27,0.29,20,no,Freshwater,Bulger 1984,29
